,count,log_count,grid_count,log_grid,FRDBI_count,log_FRDBI_count,FRDBI_grid,log_FRDBI_grid,logit_grid,logit_FRDB_grid,,
Orbilia leucostigma,19,1.278753601,14,1.146128036,256,2.408239965,141,2.149219113,-1.632023215,-1.223508828,,
Orbilia luteorubella,1,0,1,0,114,2.056904851,79,1.897627091,-2.787460475,-1.486367698,,
Orbilia xanthostigma,28,1.447158031,22,1.342422681,1191,3.075911761,496,2.695481676,-1.429899026,-0.606416041,,
Ossicaulis lignatilis,7,0.84509804,7,0.84509804,233,2.367355921,94,1.973127854,-1.938090651,-1.408167769,,
Otidea alutacea,3,0.477121255,3,0.477121255,411,2.613841822,190,2.278753601,-2.308919956,-1.084858379,,
Otidea bufonia,3,0.477121255,3,0.477121255,288,2.459392488,127,2.103803721,-2.308919956,-1.271494017,,
Otidea cantharella,2,0.301029996,1,0,12,1.079181246,9,0.954242509,-2.787460475,-2.442131218,,
Otidea cochleata,1,0,1,0,99,1.995635195,51,1.707570176,-2.787460475,-1.681418609,,
Otidea leporina,2,0.301029996,1,0,41,1.612783857,26,1.414973348,-2.787460475,-1.978426347,,
Otidea onotica,3,0.477121255,3,0.477121255,616,2.789580712,249,2.396199347,-2.308919956,-0.956176148,,
Otthia spiraeae,2,0.301029996,2,0.301029996,34,1.531478917,17,1.230448921,-2.485721426,-2.164527798,,
Oudemansiella mucida,182,2.260071388,60,1.77815125,2553,3.407050815,628,2.797959644,-0.965358514,-0.474346201,,
Oxyporus obducens,3,0.477121255,3,0.477121255,56,1.748188027,25,1.397940009,-2.308919956,-1.995635195,,
Oxyporus populinus,4,0.602059991,4,0.602059991,434,2.63748973,215,2.33243846,-2.183269844,-1.026447744,,
Pachyella babingtonii,1,0,1,0,203,2.307496038,116,2.064457989,-2.787460475,-1.312848262,,
Pachyella violaceonigra,1,0,1,0,62,1.792391689,13,1.113943352,-2.787460475,-2.281732433,,
Paecilomyces marquandii,2,0.301029996,2,0.301029996,35,1.544068044,13,1.113943352,-2.485721426,-2.281732433,,
Panaeolina foenisecii,281,2.44870632,67,1.826074803,2242,3.350635608,783,2.893761762,-0.911912524,-0.341008533,,
Panaeolus acuminatus,26,1.414973348,18,1.255272505,2028,3.307067951,735,2.866287339,-1.519973755,-0.380457371,,
Panaeolus cinctulus,4,0.602059991,4,0.602059991,276,2.440909082,146,2.164352856,-2.183269844,-1.207453603,,
Panaeolus fimicola,102,2.008600172,42,1.62324929,998,2.999130541,396,2.597695186,-1.134146738,-0.72535055,,
Panaeolus papilionaceus var. papilionaceus,312,2.494154594,114,2.056904851,2428,3.385248682,809,2.907948522,-0.642065153,-0.320195086,,
Panaeolus papilionaceus var. parvisporus,11,1.041392685,11,1.041392685,52,1.716003344,32,1.505149978,-1.738924627,-1.887195177,,
Panaeolus semiovatus var. semiovatus,59,1.770852012,39,1.591064607,1226,3.08849047,493,2.692846919,-1.168603238,-0.609700453,,
Pandora dipterigena,2,0.301029996,2,0.301029996,38,1.579783597,23,1.361727836,-2.485721426,-2.032198171,,
Panellus mitis,49,1.69019608,29,1.462397998,493,2.692846919,222,2.346352974,-1.304757868,-1.011200745,,
Panellus ringens,3,0.477121255,1,0,2,0.301029996,2,0.301029996,-2.787460475,-3.096562438,,
Panellus stipticus,240,2.380211242,73,1.86332286,1388,3.142389466,378,2.5774918,-0.869874405,-0.74925358,,
Panus conchatus,8,0.903089987,7,0.84509804,217,2.336459734,123,2.089905111,-1.938090651,-1.28612407,,
Parasola auricoma,8,0.903089987,8,0.903089987,411,2.613841822,153,2.184691431,-1.879382637,-1.185821659,,
Parasola conopilus,78,1.892094603,50,1.698970004,1040,3.017033339,414,2.617000341,-1.0523091,-0.702313963,,
Parasola galericuliformis,22,1.342422681,16,1.204119983,60,1.77815125,28,1.447158031,-1.572581201,-1.945890435,,
Parasola plicatilis,342,2.534026106,94,1.973127854,3596,3.555819683,908,2.958085849,-0.74287549,-0.243857215,,
Parmelia sulcata,3,0.477121255,3,0.477121255,369,2.567026366,115,2.06069784,-2.308919956,-1.316790543,,
Parmelina tiliacea,1,0,1,0,19,1.278753601,7,0.84509804,-2.787460475,-2.551624238,,
Parmotrema crinitum,1,0,1,0,15,1.176091259,10,1,-2.787460475,-2.396199347,,
Parmotrema perlatum,1,0,1,0,73,1.86332286,25,1.397940009,-2.787460475,-1.995635195,,
Paxillus involutus,326,2.5132176,85,1.929418926,9195,3.963551734,1438,3.157758886,-0.794036746,0.131634369,,
Pellidiscus pallidus,2,0.301029996,2,0.301029996,51,1.707570176,26,1.414973348,-2.485721426,-1.978426347,,
Peltigera canina,6,0.77815125,3,0.477121255,35,1.544068044,26,1.414973348,-2.308919956,-1.978426347,,
Peltigera didactyla,2,0.301029996,2,0.301029996,20,1.301029996,17,1.230448921,-2.485721426,-2.164527798,,
Penicillium aurantiogriseum,5,0.698970004,4,0.602059991,370,2.568201724,24,1.380211242,-2.183269844,-2.013539399,,
Penicillium brevicompactum,76,1.880813592,39,1.591064607,531,2.725094521,91,1.959041392,-1.168603238,-1.422795408,,
Penicillium vulpinum,1,0,1,0,53,1.72427587,30,1.477121255,-2.787460475,-1.915575699,,
Peniophora boidinii,2,0.301029996,2,0.301029996,13,1.113943352,11,1.041392685,-2.485721426,-2.354632211,,
Peniophora cinerea,9,0.954242509,8,0.903089987,949,2.977266212,324,2.51054501,-1.879382637,-0.827113881,,
Peniophora erikssonii,1,0,1,0,20,1.301029996,13,1.113943352,-2.787460475,-2.281732433,,
Peniophora incarnata,13,1.113943352,7,0.84509804,697,2.843232778,364,2.561101384,-1.938090651,-0.768499865,,
Peniophora limitata,2,0.301029996,2,0.301029996,598,2.776701184,277,2.442479769,-2.485721426,-0.904459694,,
Peniophora lycii,100,2,45,1.653212514,1389,3.142702246,471,2.673020907,-1.101899753,-0.63426114,,
Peniophora polygonia,2,0.301029996,2,0.301029996,99,1.995635195,60,1.77815125,-2.485721426,-1.609238576,,
Peniophora quercina,28,1.447158031,19,1.278753601,1727,3.237292338,554,2.743509765,-1.495763365,-0.545633071,,
Peniophora rufomarginata,1,0,1,0,93,1.968482949,52,1.716003344,-2.787460475,-1.67280807,,
Peniophora violaceolivida,2,0.301029996,2,0.301029996,106,2.025305865,70,1.84509804,-2.485721426,-1.540508234,,
Peniophorella praetermissa,1,0,1,0,520,2.716003344,256,2.408239965,-2.787460475,-0.942782887,,
Peniophorella pubera,4,0.602059991,4,0.602059991,326,2.5132176,164,2.214843848,-2.183269844,-1.15362899,,
Perenniporia fraxinea,1,0,1,0,170,2.230448921,73,1.86332286,-2.787460475,-1.521746916,,
Perenniporia medulla-panis,9,0.954242509,8,0.903089987,10,1,8,0.903089987,-1.879382637,-2.493458051,,
Periconia atra,3,0.477121255,3,0.477121255,47,1.672097858,33,1.51851394,-2.308919956,-1.87365521,,
Periconia byssoides,6,0.77815125,6,0.77815125,248,2.394451681,137,2.136720567,-2.005752329,-1.236743154,,
Peronospora euphorbiae,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Peronospora oerteliana,1,0,1,0,22,1.342422681,15,1.176091259,-2.787460475,-2.219235134,,
Peronospora polygoni-convolvuli,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Pertusaria pertusa,2,0.301029996,2,0.301029996,118,2.071882007,50,1.698970004,-2.485721426,-1.69019608,,
Peyronellaea curtisii,1,0,1,0,15,1.176091259,13,1.113943352,-2.787460475,-2.281732433,,
Pezicula acericola,1,0,1,0,59,1.770852012,26,1.414973348,-2.787460475,-1.978426347,,
Pezicula cinnamomea,1,0,1,0,67,1.826074803,38,1.579783597,-2.787460475,-1.811504452,,
Pezicula livida,1,0,1,0,216,2.334453751,109,2.037426498,-2.787460475,-1.341153078,,
Pezicula ocellata,1,0,1,0,18,1.255272505,16,1.204119983,-2.787460475,-2.191031609,,
Pezicula rubi,1,0,1,0,137,2.136720567,84,1.924279286,-2.787460475,-1.458817644,,
Peziza ampliata,5,0.698970004,5,0.698970004,139,2.1430148,79,1.897627091,-2.085647288,-1.486367698,,
Peziza arvernensis,2,0.301029996,2,0.301029996,151,2.178976947,60,1.77815125,-2.485721426,-1.609238576,,
Peziza badia,45,1.653212514,26,1.414973348,910,2.959041392,416,2.619093331,-1.354403978,-0.699804384,,
Peziza badioconfusa,1,0,1,0,47,1.672097858,22,1.342422681,-2.787460475,-2.051678621,,
Peziza badiofusca,1,0,1,0,32,1.505149978,17,1.230448921,-2.787460475,-2.164527798,,
Peziza cerea,8,0.903089987,6,0.77815125,287,2.457881897,149,2.173186268,-2.005752329,-1.198066361,,
Peziza echinospora,13,1.113943352,11,1.041392685,289,2.460897843,173,2.238046103,-1.738924627,-1.12875028,,
Peziza howsei,5,0.698970004,3,0.477121255,111,2.045322979,70,1.84509804,-2.308919956,-1.540508234,,
Peziza michelii,3,0.477121255,1,0,115,2.06069784,61,1.785329835,-2.787460475,-1.601881965,,
Peziza micropus,4,0.602059991,4,0.602059991,597,2.775974331,268,2.428134794,-2.183269844,-0.920559396,,
Peziza petersii,6,0.77815125,4,0.602059991,187,2.271841607,103,2.012837225,-2.183269844,-1.366830809,,
Peziza praetervisa,9,0.954242509,9,0.954242509,32,1.505149978,21,1.322219295,-1.827512865,-2.072057232,,
Peziza proteana f. proteana,1,0,1,0,49,1.69019608,22,1.342422681,-2.787460475,-2.051678621,,
Peziza proteana f. sparassoides,5,0.698970004,2,0.301029996,59,1.770852012,40,1.602059991,-2.485721426,-1.788875116,,
Peziza queletii,1,0,1,0,47,1.672097858,23,1.361727836,-2.787460475,-2.032198171,,
Peziza repanda,69,1.838849091,48,1.681241237,651,2.813580989,316,2.499687083,-1.071575194,-0.839565551,,
Peziza saniosa,1,0,1,0,24,1.380211242,17,1.230448921,-2.787460475,-2.164527798,,
Peziza succosa,11,1.041392685,9,0.954242509,430,2.633468456,180,2.255272505,-1.827512865,-1.11021548,,
Peziza varia,15,1.176091259,13,1.113943352,352,2.546542663,179,2.252853031,-1.66493112,-1.112822109,,
Peziza vesiculosa,9,0.954242509,7,0.84509804,557,2.745855195,272,2.434568904,-1.938090651,-0.913346282,,
Pezizella alniella,1,0,1,0,184,2.264817823,100,2,-2.787460475,-1.380211242,,
Pezizella chionea,2,0.301029996,2,0.301029996,79,1.897627091,49,1.69019608,-2.485721426,-1.699147231,,
Pezizella glareosa,1,0,1,0,8,0.903089987,4,0.602059991,-2.787460475,-2.79518459,,
Pezizella punctoidea,1,0,1,0,32,1.505149978,20,1.301029996,-2.787460475,-2.093421685,,
Pezizella vulgaris,5,0.698970004,4,0.602059991,37,1.568201724,26,1.414973348,-2.183269844,-1.978426347,,
Phacidium falconeri,1,0,1,0,6,0.77815125,4,0.602059991,-2.787460475,-2.79518459,,
Phacidium multivalve,5,0.698970004,5,0.698970004,598,2.776701184,284,2.45331834,-2.085647288,-0.892251416,,
Phaeohelotium flexuosum,1,0,1,0,35,1.544068044,23,1.361727836,-2.787460475,-2.032198171,,
Phaeohelotium italicum,6,0.77815125,6,0.77815125,18,1.255272505,12,1.079181246,-2.005752329,-2.31666913,,
Phaeohelotium nobile,3,0.477121255,3,0.477121255,56,1.748188027,35,1.544068044,-2.308919956,-1.847748879,,
Phaeohelotium subcarneum,1,0,1,0,26,1.414973348,18,1.255272505,-2.787460475,-2.139529272,,
Phaeoisaria clavulata,2,0.301029996,1,0,41,1.612783857,23,1.361727836,-2.787460475,-2.032198171,,
Phaeolepiota aurea,2,0.301029996,1,0,164,2.214843848,67,1.826074803,-2.787460475,-1.560067306,,
Phaeolus schweinitzii,66,1.819543936,29,1.462397998,1473,3.168202747,467,2.669316881,-1.304757868,-0.638820498,,
Phaeomarasmius erinaceus,1,0,1,0,219,2.340444115,131,2.117271296,-2.787460475,-1.257293765,,
Phaeophyscia orbicularis,1,0,1,0,154,2.187520721,66,1.819543936,-2.787460475,-1.566776638,,
Phaeosphaeria eustoma,1,0,1,0,119,2.075546961,79,1.897627091,-2.787460475,-1.486367698,,
Phaeosphaeria nodorum,1,0,1,0,142,2.152288344,55,1.740362689,-2.787460475,-1.647916174,,
Phallus impudicus var. impudicus,278,2.444044796,82,1.913813852,7279,3.862071719,1386,3.14176323,-0.81209778,0.094878039,,
Phanerochaete magnoliae,1,0,1,0,21,1.322219295,15,1.176091259,-2.787460475,-2.219235134,,
Phanerochaete sordida,1,0,1,0,382,2.582063363,188,2.274157849,-2.787460475,-1.08982998,,
Phanerochaete velutina,3,0.477121255,3,0.477121255,433,2.636487896,229,2.359835482,-2.308919956,-0.996381652,,
Phellinus conchatus,3,0.477121255,3,0.477121255,54,1.73239376,35,1.544068044,-2.308919956,-1.847748879,,
Phellinus igniarius,9,0.954242509,7,0.84509804,697,2.843232778,300,2.477121255,-1.938090651,-0.865301426,,
Phellinus laevigatus,3,0.477121255,3,0.477121255,24,1.380211242,16,1.204119983,-2.308919956,-2.191031609,,
Phellinus nigricans,1,0,1,0,16,1.204119983,11,1.041392685,-2.787460475,-2.354632211,,
Phellinus pomaceus,21,1.322219295,14,1.146128036,472,2.673941999,208,2.318063335,-1.632023215,-1.042151278,,
Phellodon tomentosus,1,0,1,0,521,2.716837723,41,1.612783857,-2.787460475,-1.777974672,,
Phialea strobilina,1,0,1,0,12,1.079181246,10,1,-2.787460475,-2.396199347,,
Phialina separabilis,1,0,1,0,24,1.380211242,18,1.255272505,-2.787460475,-2.139529272,,
Phlebia radiata,148,2.170261715,62,1.792391689,2156,3.333648757,611,2.78604121,-0.949547388,-0.490190748,,
Phlebia rufa,3,0.477121255,2,0.301029996,397,2.598790507,205,2.311753861,-2.485721426,-1.049028829,,
Phlebia tremellosa,161,2.206825876,70,1.84509804,2021,3.305566314,552,2.741939078,-0.89050086,-0.547649875,,
Phlebiella sulphurea,2,0.301029996,2,0.301029996,593,2.773054693,248,2.394451681,-2.485721426,-0.958116705,,
Phlebiella tulasnelloidea,2,0.301029996,2,0.301029996,85,1.929418926,43,1.633468456,-2.485721426,-1.756936701,,
Phlebiopsis gigantea,3,0.477121255,3,0.477121255,213,2.328379603,123,2.089905111,-2.308919956,-1.28612407,,
Phleogena faginea,3,0.477121255,3,0.477121255,246,2.390935107,100,2,-2.308919956,-1.380211242,,
Pholiota adiposa,3,0.477121255,3,0.477121255,146,2.164352856,93,1.968482949,-2.308919956,-1.412993142,,
Pholiota alnicola var. alnicola,2,0.301029996,2,0.301029996,599,2.777426822,272,2.434568904,-2.485721426,-0.913346282,,
Pholiota aurivella,30,1.477121255,19,1.278753601,550,2.740362689,180,2.255272505,-1.495763365,-1.11021548,,
Pholiota cerifera,2,0.301029996,1,0,2,0.301029996,1,0,-2.787460475,-3.397766256,,
Pholiota conissans,11,1.041392685,7,0.84509804,144,2.158362492,68,1.832508913,-1.938090651,-1.553454658,,
Pholiota flammans,2,0.301029996,2,0.301029996,439,2.64246452,209,2.320146286,-2.485721426,-1.039878803,,
Pholiota gummosa,35,1.544068044,25,1.397940009,1301,3.114277297,482,2.683047038,-1.372175286,-0.621874124,,
Pholiota highlandensis,14,1.146128036,10,1,626,2.796574333,274,2.437750563,-1.781036939,-0.909774597,,
Pholiota lenta,2,0.301029996,2,0.301029996,95,1.977723605,60,1.77815125,-2.485721426,-1.609238576,,
Pholiota lucifera,8,0.903089987,8,0.903089987,12,1.079181246,12,1.079181246,-1.879382637,-2.31666913,,
Pholiota squarrosa,77,1.886490725,44,1.643452676,2150,3.33243846,656,2.816903839,-1.112422179,-0.448857077,,
Pholiota tuberculosa,20,1.301029996,16,1.204119983,231,2.36361198,117,2.068185862,-1.572581201,-1.308938181,,
Phoma dennisii,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Phoma herbarum,5,0.698970004,4,0.602059991,181,2.257678575,58,1.763427994,-2.183269844,-1.624317666,,
Phoma longissima,2,0.301029996,2,0.301029996,5,0.698970004,5,0.698970004,-2.485721426,-2.698100546,,
Phoma medicaginis,1,0,1,0,16,1.204119983,14,1.146128036,-2.787460475,-2.249373089,,
Phomopsis buddlejae,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Phomopsis cirsii,2,0.301029996,2,0.301029996,7,0.84509804,7,0.84509804,-2.485721426,-2.551624238,,
Phomopsis cruciferae,1,0,1,0,5,0.698970004,5,0.698970004,-2.787460475,-2.698100546,,
Phomopsis euphorbiae,5,0.698970004,4,0.602059991,7,0.84509804,5,0.698970004,-2.183269844,-2.698100546,,
Phomopsis hysteriola,1,0,1,0,6,0.77815125,5,0.698970004,-2.787460475,-2.698100546,,
Phomopsis jasmini,1,0,1,0,3,0.477121255,2,0.301029996,-2.787460475,-3.096562438,,
Phomopsis quercina,1,0,1,0,2,0.301029996,2,0.301029996,-2.787460475,-3.096562438,,
Phomopsis rusci,1,0,1,0,10,1,7,0.84509804,-2.787460475,-2.551624238,,
Phomopsis stictica,1,0,1,0,35,1.544068044,21,1.322219295,-2.787460475,-2.072057232,,
Phragmidium fragariae,2,0.301029996,1,0,294,2.46834733,149,2.173186268,-2.787460475,-1.198066361,,
Phragmidium mucronatum,18,1.255272505,11,1.041392685,635,2.802773725,293,2.46686762,-1.738924627,-0.876934713,,
Phragmidium rosae-pimpinellifoliae,1,0,1,0,82,1.913813852,30,1.477121255,-2.787460475,-1.915575699,,
Phragmidium rubi-idaei,1,0,1,0,203,2.307496038,95,1.977723605,-2.787460475,-1.403391475,,
Phragmidium sanguisorbae,6,0.77815125,4,0.602059991,225,2.352182518,120,2.079181246,-2.183269844,-1.297395711,,
Phragmidium tuberculatum,3,0.477121255,2,0.301029996,149,2.173186268,67,1.826074803,-2.485721426,-1.560067306,,
Phragmidium violaceum,12,1.079181246,10,1,3413,3.533136288,1003,3.001300933,-1.781036939,-0.173920867,,
Phragmoporthe conformis,1,0,1,0,27,1.431363764,15,1.176091259,-2.787460475,-2.219235134,,
Phyllachora dactylidis,4,0.602059991,4,0.602059991,75,1.875061263,41,1.612783857,-2.183269844,-1.777974672,,
Phyllachora graminis var. graminis,17,1.230448921,11,1.041392685,143,2.155336037,95,1.977723605,-1.738924627,-1.403391475,,
Phyllactinia guttata,2,0.301029996,1,0,463,2.665580991,234,2.369215857,-2.787460475,-0.986044048,,
Phyllactinia mali,1,0,1,0,31,1.491361694,14,1.146128036,-2.787460475,-2.249373089,,
Phylloporia ribis,3,0.477121255,3,0.477121255,212,2.326335861,93,1.968482949,-2.308919956,-1.412993142,,
Phylloporus pelletieri,1,0,1,0,97,1.986771734,44,1.643452676,-2.787460475,-1.746775686,,
Phyllosticta camelliae,1,0,1,0,5,0.698970004,1,0,-2.787460475,-3.397766256,,
Phyllosticta cruenta,1,0,1,0,4,0.602059991,2,0.301029996,-2.787460475,-3.096562438,,
Phyllosticta lauri,2,0.301029996,1,0,4,0.602059991,2,0.301029996,-2.787460475,-3.096562438,,
Phyllosticta syringae,3,0.477121255,2,0.301029996,3,0.477121255,2,0.301029996,-2.485721426,-3.096562438,,
Phyllosticta tiliae,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Phyllostictina hysterella,2,0.301029996,2,0.301029996,2,0.301029996,1,0,-2.485721426,-3.397766256,,
Phyllostictina ilicis,1,0,1,0,9,0.954242509,8,0.903089987,-2.787460475,-2.493458051,,
Physisporinus sanguinolentus,5,0.698970004,4,0.602059991,718,2.856124444,370,2.568201724,-2.183269844,-0.760177879,,
Physisporinus vitreus,2,0.301029996,2,0.301029996,276,2.440909082,152,2.181843588,-2.485721426,-1.188854505,,
Phytophthora cambivora,1,0,1,0,16,1.204119983,12,1.079181246,-2.787460475,-2.31666913,,
Phytophthora infestans,1,0,1,0,169,2.227886705,63,1.799340549,-2.787460475,-1.58751498,,
Piggotia coryli,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Pilaira anomala,3,0.477121255,2,0.301029996,189,2.276461804,132,2.120573931,-2.485721426,-1.253807767,,
Pilidium acerinum,3,0.477121255,1,0,48,1.681241237,24,1.380211242,-2.787460475,-2.013539399,,
Pilobolus crystallinus var. crystallinus,1,0,1,0,509,2.706717782,268,2.428134794,-2.787460475,-0.920559396,,
Pilobolus crystallinus var. kleinii,1,0,1,0,191,2.281033367,129,2.11058971,-2.787460475,-1.264341844,,
Piptoporus betulinus,380,2.579783597,80,1.903089987,9189,3.963268252,1458,3.163757524,-0.82445127,0.145889805,,
Plagiosphaera immersa,1,0,1,0,33,1.51851394,23,1.361727836,-2.787460475,-2.032198171,,
Plasmopara crustosa,2,0.301029996,2,0.301029996,543,2.73479983,262,2.418301291,-2.485721426,-0.931558791,,
Plasmopara epilobii,4,0.602059991,2,0.301029996,11,1.041392685,10,1,-2.485721426,-2.396199347,,
Plasmopara pusilla,1,0,1,0,95,1.977723605,65,1.812913357,-2.787460475,-1.573585609,,
Pleospora androsaces,1,0,1,0,6,0.77815125,3,0.477121255,-2.787460475,-2.920297288,,
Pleospora herbarum,9,0.954242509,7,0.84509804,375,2.574031268,105,2.021189299,-1.938090651,-1.358116219,,
Pleurotus cornucopiae,29,1.462397998,21,1.322219295,1618,3.208978517,473,2.674861141,-1.450835399,-0.631992608,,
Pleurotus dryinus,9,0.954242509,9,0.954242509,869,2.939019776,322,2.507855872,-1.827512865,-0.830202004,,
Pleurotus ostreatus,147,2.167317335,68,1.832508913,3012,3.478854968,756,2.878521796,-0.90468373,-0.363024685,,
Pleurotus pulmonarius,49,1.69019608,31,1.491361694,407,2.609594409,219,2.340444115,-1.274306861,-1.01768117,,
Plicaria endocarpoides,1,0,1,0,58,1.763427994,33,1.51851394,-2.787460475,-1.87365521,,
Plicatura crispa,4,0.602059991,4,0.602059991,214,2.330413773,116,2.064457989,-2.183269844,-1.312848262,,
Pluteus cervinus,451,2.654176542,127,2.103803721,8262,3.917085191,1284,3.108565024,-0.58372524,0.023631449,,
Pluteus chrysophaeus,4,0.602059991,3,0.477121255,857,2.932980822,276,2.440909082,-2.308919956,-0.906225701,,
